username,name,followers,followers_num,location,price,rating,package_offer,instagram_url,collabstr_url,profile_image
hermessonofzeus,Leanne Smithers,12.6k,12600,"Miami Beach, FL, US",$125,,1 Instagram Story,https://www.instagram.com/hermessonofzeus,https://collabstr.com/hermessonofzeus?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/28222/16319693341138465.webp
tobejaniefrank,Janie C Frank,48.4k,48400,"Chattanooga, TN, US",$300,5.0,,https://www.instagram.com/tobejaniefrank,https://collabstr.com/tobejaniefrank?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/19924/1674495932221034.webp
stephanienash,Stephanie Nash,24.5k,24500,"Nashville, TN, US",$250,5.0,1 Instagram Photo Feed Post,https://www.instagram.com/stephanienash,https://collabstr.com/stephanienash?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/11004/16397180562812257.webp
alessandraalmei,Alessandra Almeida,18.6k,18600,"Davenport, FL, US",$150,,,https://www.instagram.com/alessandraalmei,https://collabstr.com/alessandraalmei?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/596132/1762582102618974.webp
meagabites,Meagan Tape,11.4k,11400,"Houston, TX, US",$250,5.0,1 Instagram Photo Feed Post,https://www.instagram.com/meagabites,https://collabstr.com/meagabites?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/64754/1673577993742647.webp
elchavalll,El Chavalll,11.8k,11800,"Savannah, GA, US",$50,,1 Instagram Story,https://www.instagram.com/elchavalll,https://collabstr.com/elchavalll?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/761253/1768985659605091.webp
jessicachews,Jessica Chu,22.3k,22300,"Stanhope, NJ, US",$50,,1 Instagram Story,https://www.instagram.com/jessicachews,https://collabstr.com/jessicachews?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/1391412/17824872492471218.webp
stilettosandsincity,Patty D Barba,31.1k,31100,"Las Vegas, NV, US",$150,5.0,1 Instagram Photo Feed Post,https://www.instagram.com/stilettosandsincity,https://collabstr.com/stilettosandsincity?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/11352/17528550163978174.webp
demondhicks,Demond Hicks,21.6k,21600,"Indianapolis, IN, US",$50,3.5,1 Instagram Photo Feed Post,https://www.instagram.com/demondhicks,https://collabstr.com/demondhicks?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/149004/17716820764360292.webp
fillmysoulwithadventure,Shelby Bridges,17.3k,17300,"Peyton, CO, US",$150,,,https://www.instagram.com/fillmysoulwithadventure,https://collabstr.com/fillmysoulwithadventure?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/567735/17610979011283634.webp
danipurington,Dani Purington,35.6k,35600,"Rancho Santa Margarita, CA, US",$150,,,https://www.instagram.com/danipurington,https://collabstr.com/danipurington?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/29706/163363412403323.webp
ashthecoupleseducator,Ashley Soto,26.7k,26700,"Miami, FL, US",$300,,1 Instagram Photo Feed Post,https://www.instagram.com/ashthecoupleseducator,https://collabstr.com/ashthecoupleseducator?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/1432222/17834381552894547.webp
chasityrobinsonmedia,Chasity Robinson,10.6k,10600,"Hope Mills, NC, US",$120,,1 Instagram Photo Feed Post,https://www.instagram.com/chasityrobinsonmedia,https://collabstr.com/chasityrobinsonmedia?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/1250430/17849199263712938.webp
danihampton,Dani Hampton,28.8k,28800,"Prescott, AZ, US",$100,,1 Instagram Story,https://www.instagram.com/danihampton,https://collabstr.com/danihampton?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/1521752/1785621607246923.webp
oxamytova,Oksana Lutsenko,24.4k,24400,"Cumming, GA, US",$50,,1 Instagram Story,https://www.instagram.com/oxamytova,https://collabstr.com/oxamytova?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/498453/17572038786355257.webp
ninafrancor,Nina Franco,12.9k,12900,"Salt Lake City, UT, US",$90,,1 Instagram Story,https://www.instagram.com/ninafrancor,https://collabstr.com/ninafrancor?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/324711/1743658196672208.webp
erynmoney,Eryn Money,24.9k,24900,"Dallas, TX, US",$250,5.0,1 Instagram Story,https://www.instagram.com/erynmoney,https://collabstr.com/erynmoney?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/124861/17052462203769352.webp
lenoratee,Lenora T.,17.7k,17700,"Oklahoma City, OK, US",$100,,,https://www.instagram.com/lenoratee,https://collabstr.com/lenoratee?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/1272565/17797159451459467.webp
oharaugc,Roberto Tramutula,10.3k,10300,"Margate, FL, US",$50,5.0,1 Instagram Story,https://www.instagram.com/oharaugc,https://collabstr.com/oharaugc?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/962030/17731152244985416.webp
pilot,Pilot Alexis Luis,40.9k,40900,"Miami, FL, US",$60,5.0,1 Instagram Story,https://www.instagram.com/pilot,https://collabstr.com/pilot?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/63039/167149979744391.webp
venconmigo,Ven Conmigo,11.6k,11600,"New York, NY, US",$120,4.7,,https://www.instagram.com/venconmigo,https://collabstr.com/venconmigo?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/133119/17770887980110848.webp
petfriendlypawlife,Pebbles V,21.5k,21500,"Fallbrook, CA, US",$100,5.0,1 Instagram Story,https://www.instagram.com/petfriendlypawlife,https://collabstr.com/petfriendlypawlife?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/1155252/17768411190907028.webp
woodsinthedesert22,Sydney Woods,12.0k,12000,"Gilbert, AZ, US",$50,5.0,1 Instagram Story,https://www.instagram.com/woodsinthedesert22,https://collabstr.com/woodsinthedesert22?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/451255/17750897994831781.webp
karinekonz,Karine Konz,11.2k,11200,"Buford, GA, US",$70,,,https://www.instagram.com/karinekonz,https://collabstr.com/karinekonz?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/617516/17800962885392225.webp
wildflourhillbakes,Hillary Bush,12.3k,12300,"Chicago, IL, US",$50,,1 Instagram Reel,https://www.instagram.com/wildflourhillbakes,https://collabstr.com/wildflourhillbakes?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/1254817/17793062107151027.webp
foodienotachef,Tiffany Korsah,10.7k,10700,"Acworth, GA, US",$100,,1 Instagram Story,https://www.instagram.com/foodienotachef,https://collabstr.com/foodienotachef?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/572054/17613163417695234.webp
elenzmart,Elen Martirosyan,14.9k,14900,"Van Nuys, CA, US",$150,,,https://www.instagram.com/elenzmart,https://collabstr.com/elenzmart?p=instagram,https://d5ik1gor6xydq.cloudfront.net/sellers/537542/1759475026779185.webp
